,0
1560,002027.SZ
1561,300214.SZ
1562,000993.SZ
1563,002128.SZ
1564,600640.SH
1565,000889.SZ
1566,000987.SZ
1567,002227.SZ
1568,300302.SZ
1569,002232.SZ
1570,600285.SH
1571,002315.SZ
1572,002476.SZ
1573,000402.SZ
1574,300112.SZ
1575,600201.SH
1576,600841.SH
1577,002408.SZ
1578,002554.SZ
1579,600379.SH
1580,600565.SH
1581,002607.SZ
1582,600774.SH
1583,000890.SZ
1584,300006.SZ
1585,600360.SH
1586,002820.SZ
1587,002487.SZ
1588,601727.SH
1589,002832.SZ
1590,603713.SH
1591,603507.SH
1592,603016.SH
1593,603518.SH
1594,603616.SH
1595,300456.SZ
1596,603678.SH
1597,000034.SZ
1598,603363.SH
1599,002351.SZ
1600,603660.SH
1601,300356.SZ
1602,603181.SH
1603,600085.SH
1604,002797.SZ
1605,600881.SH
1606,002230.SZ
1607,002529.SZ
1608,002853.SZ
1609,300107.SZ
1610,002181.SZ
1611,002641.SZ
1612,002055.SZ
1613,000688.SZ
1614,002813.SZ
1615,002033.SZ
1616,600790.SH
1617,300209.SZ
1618,600108.SH
1619,600597.SH
1620,603996.SH
1621,002637.SZ
1622,603232.SH
1623,603906.SH
1624,603607.SH
1625,601222.SH
1626,300076.SZ
1627,603388.SH
1628,300451.SZ
1629,601688.SH
1630,300589.SZ
1631,600448.SH
1632,600572.SH
1633,600146.SH
1634,600613.SH
1635,300523.SZ
1636,600086.SH
1637,603326.SH
1638,603602.SH
1639,002638.SZ
1640,300751.SZ
1641,601288.SH
1642,002617.SZ
1643,300223.SZ
1644,002062.SZ
1645,300641.SZ
1646,603160.SH
1647,002198.SZ
1648,300407.SZ
1649,603100.SH
1650,300389.SZ
1651,002256.SZ
1652,002810.SZ
1653,300673.SZ
1654,000731.SZ
1655,000957.SZ
1656,600580.SH
1657,002303.SZ
1658,000837.SZ
1659,603366.SH
1660,600493.SH
1661,600251.SH
1662,300257.SZ
1663,002828.SZ
1664,603900.SH
1665,300724.SZ
1666,002872.SZ
1667,000917.SZ
1668,002091.SZ
1669,300600.SZ
1670,002557.SZ
1671,000852.SZ
1672,002449.SZ
1673,603619.SH
1674,000587.SZ
1675,300440.SZ
1676,600459.SH
1677,300141.SZ
1678,002450.SZ
1679,000035.SZ
1680,002239.SZ
1681,603069.SH
1682,600919.SH
1683,600846.SH
1684,300635.SZ
1685,603897.SH
1686,002860.SZ
1687,603595.SH
1688,002718.SZ
1689,600054.SH
1690,300388.SZ
1691,601933.SH
1692,300158.SZ
1693,002197.SZ
1694,002618.SZ
1695,601998.SH
1696,000705.SZ
1697,600708.SH
1698,000615.SZ
1699,300150.SZ
1700,002690.SZ
1701,601336.SH
1702,600187.SH
1703,600512.SH
1704,601166.SH
1705,600750.SH
1706,300367.SZ
1707,300014.SZ
1708,300274.SZ
1709,300500.SZ
1710,000727.SZ
1711,002294.SZ
1712,002837.SZ
1713,002034.SZ
1714,002659.SZ
1715,002268.SZ
1716,300054.SZ
1717,300207.SZ
1718,300301.SZ
1719,002542.SZ
1720,000533.SZ
1721,601369.SH
1722,300521.SZ
1723,300437.SZ
1724,002628.SZ
1725,600196.SH
1726,300378.SZ
1727,002586.SZ
1728,002792.SZ
1729,000895.SZ
1730,603663.SH
1731,300478.SZ
1732,300497.SZ
1733,002768.SZ
1734,002231.SZ
1735,002856.SZ
1736,600829.SH
1737,300027.SZ
1738,002798.SZ
1739,002272.SZ
1740,000042.SZ
1741,000014.SZ
1742,002154.SZ
1743,002598.SZ
1744,603533.SH
1745,603501.SH
1746,603829.SH
1747,603015.SH
1748,603895.SH
1749,002299.SZ
1750,600977.SH
1751,300015.SZ
1752,300066.SZ
1753,002350.SZ
1754,300194.SZ
1755,002067.SZ
1756,300117.SZ
1757,002398.SZ
1758,601100.SH
1759,002569.SZ
1760,002672.SZ
1761,002478.SZ
1762,300418.SZ
1763,603083.SH
1764,600240.SH
1765,300531.SZ
1766,002722.SZ
1767,002095.SZ
1768,002849.SZ
1769,300271.SZ
1770,601881.SH
1771,002138.SZ
1772,002076.SZ
1773,000758.SZ
1774,600461.SH
1775,600480.SH
1776,000967.SZ
1777,600229.SH
1778,002575.SZ
1779,000005.SZ
1780,002743.SZ
1781,600838.SH
1782,300541.SZ
1783,002392.SZ
1784,300726.SZ
1785,603486.SH
1786,000159.SZ
1787,002391.SZ
1788,600561.SH
1789,600015.SH
1790,000089.SZ
1791,000501.SZ
1792,300199.SZ
1793,600619.SH
1794,300039.SZ
1795,603040.SH
1796,300139.SZ
1797,600290.SH
1798,300460.SZ
1799,603007.SH
1800,603159.SH
1801,300710.SZ
1802,603567.SH
1803,002453.SZ
1804,300065.SZ
1805,600153.SH
1806,002548.SZ
1807,002697.SZ
1808,603639.SH
1809,000626.SZ
1810,002031.SZ
1811,600333.SH
1812,603067.SH
1813,600268.SH
1814,002110.SZ
1815,603989.SH
1816,002183.SZ
1817,300627.SZ
1818,600825.SH
1819,002739.SZ
1820,600660.SH
1821,000523.SZ
1822,603686.SH
1823,002038.SZ
1824,002218.SZ
1825,300331.SZ
1826,600718.SH
1827,603158.SH
1828,300088.SZ
1829,603737.SH
1830,002724.SZ
1831,600166.SH
1832,601890.SH
1833,002791.SZ
1834,300547.SZ
1835,002593.SZ
1836,603088.SH
1837,600498.SH
1838,601228.SH
1839,300093.SZ
1840,300281.SZ
1841,603716.SH
1842,300338.SZ
1843,300151.SZ
1844,600596.SH
1845,300153.SZ
1846,300528.SZ
1847,002873.SZ
1848,300620.SZ
1849,300623.SZ
1850,300519.SZ
1851,000756.SZ
1852,300648.SZ
1853,603730.SH
1854,002246.SZ
1855,600370.SH
1856,300480.SZ
1857,600157.SH
1858,002730.SZ
1859,600888.SH
1860,600890.SH
1861,002447.SZ
1862,601177.SH
1863,603617.SH
1864,000761.SZ
1865,600220.SH
1866,300193.SZ
1867,300325.SZ
1868,300087.SZ
1869,600158.SH
1870,002310.SZ
1871,601138.SH
1872,600219.SH
1873,300596.SZ
1874,300685.SZ
1875,601028.SH
1876,002007.SZ
1877,002752.SZ
1878,002691.SZ
1879,300140.SZ
1880,600677.SH
1881,000548.SZ
1882,002378.SZ
1883,002816.SZ
1884,000338.SZ
1885,600489.SH
1886,300583.SZ
1887,002060.SZ
1888,600973.SH
1889,300393.SZ
1890,300605.SZ
1891,603023.SH
1892,600880.SH
1893,603628.SH
1894,002615.SZ
1895,603187.SH
1896,300069.SZ
1897,002886.SZ
1898,300471.SZ
1899,002059.SZ
1900,002780.SZ
1901,600010.SH
1902,000869.SZ
1903,002411.SZ
1904,002281.SZ
1905,002010.SZ
1906,002696.SZ
1907,300292.SZ
1908,300425.SZ
1909,603039.SH
1910,600978.SH
1911,000752.SZ
1912,002540.SZ
1913,000792.SZ
1914,002769.SZ
1915,002888.SZ
1916,300180.SZ
1917,300630.SZ
1918,603843.SH
1919,600986.SH
1920,601788.SH
1921,603728.SH
1922,600053.SH
1923,002507.SZ
1924,000789.SZ
1925,300033.SZ
1926,300700.SZ
1927,603559.SH
1928,002574.SZ
1929,002891.SZ
1930,600585.SH
1931,603010.SH
1932,002375.SZ
1933,300678.SZ
1934,002568.SZ
1935,000021.SZ
1936,300170.SZ
1937,300733.SZ
1938,600188.SH
1939,603488.SH
1940,002244.SZ
1941,000951.SZ
1942,002660.SZ
1943,002916.SZ
1944,300436.SZ
1945,603773.SH
1946,300125.SZ
1947,300358.SZ
1948,603515.SH
1949,000782.SZ
1950,603157.SH
1951,002686.SZ
1952,300462.SZ
1953,600723.SH
1954,600801.SH
1955,000301.SZ
1956,002559.SZ
1957,300201.SZ
1958,600117.SH
1959,600496.SH
1960,603223.SH
1961,000830.SZ
1962,603828.SH
1963,601111.SH
1964,600687.SH
1965,000929.SZ
1966,002394.SZ
1967,300740.SZ
1968,002223.SZ
1969,300508.SZ
1970,600967.SH
1971,002661.SZ
1972,002129.SZ
1973,300096.SZ
1974,600848.SH
1975,600119.SH
1976,601127.SH
1977,601828.SH
1978,603203.SH
1979,600519.SH
1980,600336.SH
1981,300402.SZ
1982,300265.SZ
1983,600104.SH
1984,603707.SH
1985,000516.SZ
1986,600763.SH
1987,600665.SH
1988,600650.SH
1989,000733.SZ
1990,002799.SZ
1991,600110.SH
1992,600933.SH
1993,000788.SZ
1994,000010.SZ
1995,600260.SH
1996,000403.SZ
1997,600526.SH
1998,603708.SH
1999,002681.SZ
2000,002117.SZ
2001,300173.SZ
2002,002386.SZ
2003,002251.SZ
2004,000002.SZ
2005,002420.SZ
2006,603569.SH
2007,600891.SH
2008,601997.SH
2009,600138.SH
2010,002156.SZ
2011,603606.SH
2012,001979.SZ
2013,603357.SH
2014,603528.SH
2015,300400.SZ
2016,000988.SZ
2017,300003.SZ
2018,300609.SZ
2019,603577.SH
2020,600628.SH
2021,002331.SZ
2022,603608.SH
2023,603348.SH
2024,300558.SZ
2025,300512.SZ
2026,002723.SZ
2027,300307.SZ
2028,300711.SZ
2029,000880.SZ
2030,000541.SZ
2031,601717.SH
2032,600837.SH
2033,300245.SZ
2034,603698.SH
2035,300496.SZ
2036,002675.SZ
2037,603578.SH
2038,002229.SZ
2039,601611.SH
2040,603089.SH
2041,002762.SZ
2042,002866.SZ
2043,000701.SZ
2044,300236.SZ
2045,300537.SZ
2046,600773.SH
2047,300305.SZ
2048,603888.SH
2049,603316.SH
2050,002274.SZ
2051,002103.SZ
2052,601158.SH
2053,300165.SZ
2054,000552.SZ
2055,600796.SH
2056,000650.SZ
2057,002546.SZ
2058,300134.SZ
2059,600960.SH
2060,002785.SZ
2061,300662.SZ
2062,600391.SH
2063,600819.SH
2064,603161.SH
2065,600929.SH
2066,002056.SZ
2067,600206.SH
2068,601669.SH
2069,300663.SZ
2070,600510.SH
2071,002123.SZ
2072,000938.SZ
2073,603123.SH
2074,300310.SZ
2075,600679.SH
2076,002011.SZ
2077,600127.SH
2078,603648.SH
2079,603757.SH
2080,002707.SZ
2081,603085.SH
2082,000567.SZ
2083,600368.SH
2084,001872.SZ
2085,603703.SH
2086,603258.SH
2087,300279.SZ
2088,600249.SH
2089,600734.SH
2090,600756.SH
2091,002567.SZ
2092,603329.SH
2093,603020.SH
2094,603976.SH
2095,600770.SH
2096,002547.SZ
2097,600615.SH
2098,002875.SZ
2099,002253.SZ
2100,601606.SH
2101,300698.SZ
2102,002461.SZ
2103,600416.SH
2104,603856.SH
2105,300169.SZ
2106,600371.SH
2107,000521.SZ
2108,300739.SZ
2109,600578.SH
2110,002521.SZ
2111,600148.SH
2112,600422.SH
2113,300576.SZ
2114,300072.SZ
2115,603505.SH
2116,000797.SZ
2117,603555.SH
2118,603825.SH
2119,000632.SZ
2120,002774.SZ
2121,601601.SH
2122,603859.SH
2123,600620.SH
2124,300159.SZ
2125,300164.SZ
2126,000921.SZ
2127,600537.SH
2128,600983.SH
2129,601360.SH
2130,002412.SZ
2131,603299.SH
2132,600558.SH
2133,002808.SZ
2134,002371.SZ
2135,000570.SZ
2136,600017.SH
2137,002920.SZ
2138,603676.SH
2139,002254.SZ
2140,300187.SZ
2141,002906.SZ
2142,000868.SZ
2143,600970.SH
2144,002511.SZ
2145,600549.SH
2146,603556.SH
2147,300458.SZ
2148,603712.SH
2149,002489.SZ
2150,300680.SZ
2151,000612.SZ
2152,603186.SH
2153,300445.SZ
2154,600200.SH
2155,603706.SH
2156,601668.SH
2157,600594.SH
2158,002212.SZ
2159,000963.SZ
2160,600601.SH
2161,002137.SZ
2162,300488.SZ
2163,002898.SZ
2164,000506.SZ
2165,000823.SZ
2166,300692.SZ
2167,000860.SZ
2168,601086.SH
2169,000063.SZ
2170,300406.SZ
2171,603036.SH
2172,603790.SH
2173,002104.SZ
2174,600283.SH
2175,300007.SZ
2176,600719.SH
2177,002831.SZ
2178,603685.SH
2179,002631.SZ
2180,600463.SH
2181,002004.SZ
2182,600316.SH
2183,000977.SZ
2184,600111.SH
2185,603090.SH
2186,603885.SH
2187,002313.SZ
2188,002653.SZ
2189,002932.SZ
2190,300459.SZ
2191,002585.SZ
2192,002892.SZ
2193,600226.SH
2194,000609.SZ
2195,002311.SZ
2196,300309.SZ
2197,600172.SH
2198,603345.SH
2199,601238.SH
2200,002668.SZ
2201,603839.SH
2202,000829.SZ
2203,000712.SZ
2204,002390.SZ
2205,000426.SZ
2206,600352.SH
2207,300290.SZ
2208,002468.SZ
2209,300250.SZ
2210,603018.SH
2211,300017.SZ
2212,000862.SZ
2213,002358.SZ
2214,600645.SH
2215,600170.SH
2216,002367.SZ
2217,002157.SZ
2218,000061.SZ
2219,000888.SZ
2220,002654.SZ
2221,300659.SZ
2222,600835.SH
2223,300502.SZ
2224,603076.SH
2225,300444.SZ
2226,600171.SH
2227,603226.SH
2228,300535.SZ
2229,601258.SH
2230,000785.SZ
2231,300200.SZ
2232,300334.SZ
2233,600059.SH
2234,600834.SH
2235,002855.SZ
2236,300146.SZ
2237,600103.SH
2238,002595.SZ
2239,600765.SH
2240,600575.SH
2241,002472.SZ
2242,300381.SZ
2243,300677.SZ
2244,002486.SZ
2245,000713.SZ
2246,603960.SH
2247,300160.SZ
2248,300721.SZ
2249,300340.SZ
2250,300681.SZ
2251,300030.SZ
2252,002876.SZ
2253,300455.SZ
2254,000948.SZ
2255,002941.SZ
2256,601000.SH
2257,601398.SH
2258,603000.SH
2259,300196.SZ
2260,603336.SH
2261,603958.SH
2262,002861.SZ
2263,300184.SZ
2264,000009.SZ
2265,600497.SH
2266,300432.SZ
2267,002068.SZ
2268,000851.SZ
2269,002609.SZ
2270,002488.SZ
2271,600795.SH
2272,300490.SZ
2273,300162.SZ
2274,300332.SZ
2275,603993.SH
2276,600449.SH
2277,600697.SH
2278,603690.SH
2279,603228.SH
2280,600023.SH
2281,600293.SH
2282,603269.SH
2283,603101.SH
2284,600782.SH
2285,002167.SZ
2286,002709.SZ
2287,300674.SZ
2288,603466.SH
2289,000698.SZ
2290,300227.SZ
2291,000553.SZ
2292,000901.SZ
2293,300586.SZ
2294,000513.SZ
2295,002087.SZ
2296,000813.SZ
2297,300487.SZ
2298,603031.SH
2299,600267.SH
2300,300082.SZ
2301,600123.SH
2302,300467.SZ
2303,300593.SZ
2304,002112.SZ
2305,300545.SZ
2306,300326.SZ
2307,603788.SH
2308,300105.SZ
2309,300126.SZ
2310,002355.SZ
2311,300510.SZ
2312,300550.SZ
2313,300597.SZ
2314,601968.SH
2315,002023.SZ
2316,300020.SZ
2317,600081.SH
2318,002805.SZ
2319,601500.SH
2320,000550.SZ
2321,300269.SZ
2322,600369.SH
2323,600452.SH
2324,603283.SH
2325,603587.SH
2326,600751.SH
2327,300133.SZ
2328,300540.SZ
2329,300115.SZ
2330,300289.SZ
2331,603139.SH
2332,300697.SZ
2333,603605.SH
2334,603979.SH
2335,600367.SH
2336,600642.SH
2337,603638.SH
2338,300708.SZ
2339,000066.SZ
2340,600419.SH
2341,601212.SH
2342,002301.SZ
2343,300067.SZ
2344,002454.SZ
2345,000850.SZ
2346,300729.SZ
2347,000600.SZ
2348,603585.SH
2349,002494.SZ
2350,000652.SZ
2351,300387.SZ
2352,601126.SH
2353,300359.SZ
2354,601801.SH
2355,300004.SZ
2356,002321.SZ
2357,300175.SZ
2358,600831.SH
2359,300383.SZ
2360,603871.SH
2361,002159.SZ
2362,300260.SZ
2363,600252.SH
2364,002261.SZ
2365,600426.SH
2366,002211.SZ
2367,600000.SH
2368,300109.SZ
2369,000610.SZ
2370,002703.SZ
2371,600241.SH
2372,300552.SZ
2373,300429.SZ
2374,600060.SH
2375,601990.SH
2376,000333.SZ
2377,600622.SH
2378,603180.SH
2379,000686.SZ
2380,601366.SH
2381,600724.SH
2382,600525.SH
2383,002556.SZ
2384,000026.SZ
2385,600331.SH
2386,000425.SZ
2387,300120.SZ
2388,600308.SH
2389,300005.SZ
2390,300485.SZ
2391,300472.SZ
2392,603629.SH
2393,002395.SZ
2394,601619.SH
2395,000859.SZ
2396,002639.SZ
2397,601607.SH
2398,300424.SZ
2399,300522.SZ
2400,603035.SH
2401,601595.SH
2402,000679.SZ
2403,002328.SZ
2404,000671.SZ
2405,603019.SH
2406,300210.SZ
2407,002466.SZ
2408,300319.SZ
2409,300328.SZ
2410,600116.SH
2411,603538.SH
2412,603933.SH
2413,000798.SZ
2414,603128.SH
2415,000877.SZ
2416,600029.SH
2417,300025.SZ
2418,300091.SZ
2419,600884.SH
2420,600271.SH
2421,300247.SZ
2422,601886.SH
2423,603881.SH
2424,002883.SZ
2425,600051.SH
2426,002041.SZ
2427,002759.SZ
2428,600889.SH
2429,002517.SZ
2430,002415.SZ
2431,000060.SZ
2432,002533.SZ
2433,300263.SZ
2434,600435.SH
2435,603611.SH
2436,002295.SZ
2437,300337.SZ
2438,601311.SH
2439,600280.SH
2440,002014.SZ
2441,603776.SH
2442,000690.SZ
2443,002096.SZ
2444,002698.SZ
2445,300224.SZ
2446,000503.SZ
2447,002155.SZ
2448,000078.SZ
2449,002437.SZ
2450,002224.SZ
2451,002193.SZ
2452,300001.SZ
2453,600567.SH
2454,000998.SZ
2455,603098.SH
2456,600523.SH
2457,600850.SH
2458,300083.SZ
2459,600192.SH
2460,002176.SZ
2461,002346.SZ
2462,000547.SZ
2463,002884.SZ
2464,002382.SZ
2465,300057.SZ
2466,300174.SZ
2467,300240.SZ
2468,600662.SH
2469,300366.SZ
2470,002836.SZ
2471,603313.SH
2472,600237.SH
2473,002588.SZ
2474,603389.SH
2475,603991.SH
2476,300322.SZ
2477,300494.SZ
2478,000540.SZ
2479,002561.SZ
2480,600720.SH
2481,600232.SH
2482,600067.SH
2483,002356.SZ
2484,300294.SZ
2485,002742.SZ
2486,000045.SZ
2487,603506.SH
2488,300293.SZ
2489,601616.SH
2490,002578.SZ
2491,300631.SZ
2492,603810.SH
2493,002842.SZ
2494,603909.SH
2495,002384.SZ
2496,603665.SH
2497,000565.SZ
2498,002035.SZ
2499,300483.SZ
2500,002324.SZ
2501,603056.SH
2502,300335.SZ
2503,002815.SZ
2504,600651.SH
2505,600210.SH
2506,600826.SH
2507,002822.SZ
2508,600560.SH
2509,000776.SZ
2510,300725.SZ
2511,603050.SH
2512,300457.SZ
2513,600626.SH
2514,300149.SZ
2515,600563.SH
2516,603077.SH
2517,300267.SZ
2518,603166.SH
2519,000687.SZ
2520,002044.SZ
2521,002880.SZ
2522,300735.SZ
2523,300557.SZ
2524,600768.SH
2525,000596.SZ
2526,300679.SZ
2527,300254.SZ
2528,600743.SH
2529,002523.SZ
2530,600213.SH
2531,601515.SH
2532,601666.SH
2533,000812.SZ
2534,002180.SZ
2535,603021.SH
2536,603105.SH
2537,002911.SZ
2538,300104.SZ
2539,002463.SZ
2540,300308.SZ
2541,300435.SZ
2542,300205.SZ
2543,300687.SZ
2544,600021.SH
2545,600605.SH
2546,002100.SZ
2547,600818.SH
2548,300410.SZ
2549,002032.SZ
2550,002684.SZ
2551,603977.SH
2552,000573.SZ
2553,300157.SZ
2554,000931.SZ
2555,000519.SZ
2556,002878.SZ
2557,300566.SZ
2558,002666.SZ
2559,603903.SH
2560,000027.SZ
2561,300339.SZ
2562,300718.SZ
2563,002139.SZ
2564,002788.SZ
2565,600388.SH
2566,600322.SH
2567,300208.SZ
2568,002917.SZ
2569,300570.SZ
2570,000996.SZ
2571,002204.SZ
2572,002266.SZ
2573,002896.SZ
2574,600863.SH
2575,000630.SZ
2576,603045.SH
2577,002333.SZ
2578,601377.SH
2579,002432.SZ
2580,300377.SZ
2581,300514.SZ
2582,300351.SZ
2583,603365.SH
2584,603208.SH
2585,603030.SH
2586,002541.SZ
2587,002919.SZ
2588,300061.SZ
2589,300095.SZ
2590,603988.SH
2591,300745.SZ
2592,002508.SZ
2593,300682.SZ
2594,300689.SZ
2595,603826.SH
2596,300138.SZ
2597,300191.SZ
2598,603980.SH
2599,002409.SZ
2600,603029.SH
2601,603789.SH
2602,300144.SZ
2603,300222.SZ
2604,002360.SZ
2605,002245.SZ
2606,000017.SZ
2607,600731.SH
2608,600742.SH
2609,603259.SH
2610,300581.SZ
2611,600692.SH
2612,002721.SZ
2613,002236.SZ
2614,002290.SZ
2615,300197.SZ
2616,600824.SH
2617,002291.SZ
2618,002667.SZ
2619,300617.SZ
2620,000897.SZ
2621,000020.SZ
2622,000668.SZ
2623,000568.SZ
2624,300390.SZ
2625,603929.SH
2626,300644.SZ
2627,002141.SZ
2628,002235.SZ
2629,002430.SZ
2630,300624.SZ
2631,002142.SZ
2632,300448.SZ
2633,002191.SZ
2634,300618.SZ
2635,002937.SZ
2636,000999.SZ
2637,000488.SZ
2638,300127.SZ
2639,600037.SH
2640,300693.SZ
2641,002182.SZ
2642,603603.SH
2643,002714.SZ
2644,603926.SH
2645,300625.SZ
2646,300024.SZ
2647,300013.SZ
2648,002515.SZ
2649,300123.SZ
2650,002692.SZ
2651,002890.SZ
2652,002603.SZ
2653,002383.SZ
2654,300333.SZ
2655,002479.SZ
2656,002923.SZ
2657,300101.SZ
2658,600936.SH
2659,002635.SZ
2660,002918.SZ
2661,601179.SH
2662,002645.SZ
2663,600125.SH
2664,600143.SH
2665,600857.SH
2666,002443.SZ
2667,300037.SZ
2668,300375.SZ
2669,002642.SZ
2670,600036.SH
2671,002436.SZ
2672,000571.SZ
2673,300102.SZ
2674,300498.SZ
2675,601880.SH
2676,601677.SH
2677,002020.SZ
2678,603444.SH
2679,603869.SH
2680,600587.SH
2681,300195.SZ
2682,002118.SZ
2683,002262.SZ
2684,300447.SZ
2685,600590.SH
2686,300314.SZ
2687,002938.SZ
2688,000990.SZ
2689,002136.SZ
2690,601600.SH
2691,603416.SH
2692,002130.SZ
2693,002921.SZ
2694,603136.SH
2695,600382.SH
2696,600830.SH
2697,002858.SZ
2698,300475.SZ
2699,300171.SZ
2700,002045.SZ
2701,002726.SZ
2702,600649.SH
2703,002750.SZ
2704,600909.SH
2705,000096.SZ
2706,600621.SH
2707,603126.SH
2708,603386.SH
2709,002457.SZ
2710,601107.SH
2711,002288.SZ
2712,002524.SZ
2713,002699.SZ
2714,300561.SZ
2715,601811.SH
2716,300438.SZ
2717,600655.SH
2718,300573.SZ
2719,000153.SZ
2720,300686.SZ
2721,600738.SH
2722,002871.SZ
2723,002514.SZ
2724,300731.SZ
2725,300559.SZ
2726,000997.SZ
2727,601872.SH
2728,600327.SH
2729,000635.SZ
2730,600159.SH
2731,300703.SZ
2732,002042.SZ
2733,603600.SH
2734,000560.SZ
2735,300750.SZ
2736,002841.SZ
2737,002416.SZ
2738,002606.SZ
2739,300253.SZ
2740,600630.SH
2741,300113.SZ
2742,000848.SZ
2743,603886.SH
2744,600295.SH
2745,603777.SH
2746,000038.SZ
2747,002206.SZ
2748,600823.SH
2749,600987.SH
2750,600351.SH
2751,002276.SZ
2752,600736.SH
2753,600746.SH
2754,002319.SZ
2755,002005.SZ
2756,300154.SZ
2757,600186.SH
2758,002368.SZ
2759,603633.SH
2760,300463.SZ
2761,002530.SZ
2762,300421.SZ
2763,600175.SH
2764,603778.SH
2765,603878.SH
2766,603338.SH
2767,600557.SH
2768,000980.SZ
2769,002499.SZ
2770,600458.SH
2771,000975.SZ
2772,603116.SH
2773,002169.SZ
2774,600009.SH
2775,002327.SZ
2776,600975.SH
2777,600684.SH
2778,000016.SZ
2779,600126.SH
2780,600208.SH
2781,002186.SZ
2782,603008.SH
2783,002821.SZ
2784,601689.SH
2785,300699.SZ
2786,002213.SZ
2787,300476.SZ
2788,000065.SZ
2789,002148.SZ
2790,600093.SH
2791,600236.SH
2792,300741.SZ
2793,002426.SZ
2794,002078.SZ
2795,601001.SH
2796,000819.SZ
2797,601949.SH
2798,002555.SZ
2799,300010.SZ
2800,002658.SZ
2801,000802.SZ
2802,002760.SZ
2803,000592.SZ
2804,300114.SZ
2805,300543.SZ
2806,600995.SH
2807,000407.SZ
2808,002255.SZ
2809,002348.SZ
2810,600741.SH
2811,002171.SZ
2812,002352.SZ
2813,600495.SH
2814,603337.SH
2815,601216.SH
2816,002341.SZ
2817,002161.SZ
2818,002610.SZ
2819,002562.SZ
2820,600366.SH
2821,600839.SH
2822,603668.SH
2823,300038.SZ
2824,600893.SH
2825,300284.SZ
2826,002502.SZ
2827,002773.SZ
2828,002901.SZ
2829,000566.SZ
2830,002470.SZ
2831,002706.SZ
2832,300603.SZ
2833,300607.SZ
2834,002867.SZ
2835,600488.SH
2836,002512.SZ
2837,600982.SH
2838,603876.SH
2839,000682.SZ
2840,300639.SZ
2841,002664.SZ
2842,603520.SH
2843,603997.SH
2844,600648.SH
2845,002881.SZ
2846,002146.SZ
2847,603718.SH
2848,000601.SZ
2849,603359.SH
2850,603920.SH
2851,601008.SH
2852,603558.SH
2853,002425.SZ
2854,300352.SZ
2855,300599.SZ
2856,000883.SZ
2857,601899.SH
2858,002195.SZ
2859,601330.SH
2860,300135.SZ
2861,002107.SZ
2862,002705.SZ
2863,300364.SZ
2864,603729.SH
2865,002700.SZ
2866,600004.SH
2867,603803.SH
2868,300516.SZ
2869,300638.SZ
2870,300562.SZ
2871,600033.SH
2872,002796.SZ
2873,000528.SZ
2874,603333.SH
2875,600992.SH
2876,000796.SZ
2877,000811.SZ
2878,600396.SH
2879,603959.SH
2880,603536.SH
2881,600814.SH
2882,002462.SZ
2883,300606.SZ
2884,002090.SZ
2885,300709.SZ
2886,002851.SZ
2887,601019.SH
2888,002418.SZ
2889,002652.SZ
2890,300702.SZ
2891,300215.SZ
2892,001914.SZ
2893,600420.SH
2894,002380.SZ
2895,603227.SH
2896,603822.SH
2897,300465.SZ
2898,002393.SZ
2899,300582.SZ
2900,002441.SZ
2901,000718.SZ
2902,002838.SZ
2903,603766.SH
2904,002775.SZ
2905,000738.SZ
2906,000608.SZ
2907,000966.SZ
2908,603458.SH
2909,002347.SZ
2910,300049.SZ
2911,000723.SZ
2912,000627.SZ
2913,603917.SH
2914,000006.SZ
2915,002481.SZ
2916,000554.SZ
2917,603027.SH
2918,603589.SH
2919,603288.SH
2920,002902.SZ
2921,002325.SZ
2922,600515.SH
2923,002190.SZ
2924,002649.SZ
2925,002286.SZ
2926,600797.SH
2927,601326.SH
2928,603200.SH
2929,603303.SH
2930,603858.SH
2931,000961.SZ
2932,002152.SZ
2933,300043.SZ
2934,600076.SH
2935,600653.SH
2936,600505.SH
2937,300590.SZ
2938,300615.SZ
2939,300118.SZ
2940,300684.SZ
2941,000970.SZ
2942,002115.SZ
2943,300430.SZ
2944,300167.SZ
2945,002532.SZ
2946,300246.SZ
2947,300011.SZ
2948,601328.SH
2949,600789.SH
2950,300291.SZ
2951,300232.SZ
2952,603699.SH
2953,300233.SZ
2954,002887.SZ
2955,002719.SZ
2956,600990.SH
2957,601898.SH
2958,002644.SZ
2959,603586.SH
2960,000563.SZ
2961,000923.SZ
2962,300707.SZ
2963,300651.SZ
2964,600266.SH
2965,600405.SH
2966,300320.SZ
2967,300370.SZ
2968,002800.SZ
2969,300647.SZ
2970,603305.SH
2971,000721.SZ
2972,002731.SZ
2973,603059.SH
2974,000538.SZ
2975,000025.SZ
2976,600804.SH
2977,002717.SZ
2978,603117.SH
2979,603165.SH
2980,300295.SZ
2981,002477.SZ
2982,300085.SZ
2983,603110.SH
2984,002433.SZ
2985,603709.SH
2986,000517.SZ
2987,300553.SZ
2988,603033.SH
2989,603042.SH
2990,300668.SZ
2991,603118.SH
2992,002013.SZ
2993,300411.SZ
2994,603516.SH
2995,300442.SZ
2996,601108.SH
2997,600518.SH
2998,300276.SZ
2999,600400.SH
3000,600664.SH
3001,300441.SZ
3002,300588.SZ
3003,600702.SH
3004,000400.SZ
3005,002716.SZ
3006,300354.SZ
3007,603106.SH
3008,300282.SZ
3009,002214.SZ
3010,300330.SZ
3011,300712.SZ
3012,600875.SH
3013,300130.SZ
3014,600616.SH
