WindCodes,IPO_DATE,MKT
300922.SZ,2020/12/25,创业板
300923.SZ,2020/12/24,创业板
300925.SZ,2020/12/30,创业板
300926.SZ,2021/1/7,创业板
300927.SZ,2021/1/7,创业板
300928.SZ,2021/1/6,创业板
300929.SZ,2021/1/20,创业板
300930.SZ,2021/1/21,创业板
300931.SZ,2021/1/21,创业板
300932.SZ,2021/1/22,创业板
300933.SZ,2021/1/22,创业板
300935.SZ,2021/1/20,创业板
300936.SZ,2021/1/26,创业板
300937.SZ,2021/1/27,创业板
300938.SZ,2021/1/27,创业板
300939.SZ,2021/1/28,创业板
300940.SZ,2021/2/3,创业板
300941.SZ,2021/2/9,创业板
300942.SZ,2021/2/9,创业板
300943.SZ,2021/2/10,创业板
300945.SZ,2021/2/10,创业板
300946.SZ,2021/2/8,创业板
300947.SZ,2021/2/10,创业板
300948.SZ,2021/2/25,创业板
300949.SZ,2021/2/26,创业板
300950.SZ,2021/3/3,创业板
300951.SZ,2021/2/26,创业板
300952.SZ,2021/3/11,创业板
300953.SZ,2021/3/18,创业板
300955.SZ,2021/3/24,创业板
300959.SZ,2021/3/22,创业板
300999.SZ,2020/10/15,创业板
600000.SH,1999/11/10,主板
600004.SH,2003/4/28,主板
600006.SH,1999/7/27,主板
600007.SH,1999/3/12,主板
600008.SH,2000/4/27,主板
600009.SH,1998/2/18,主板
600010.SH,2001/3/9,主板
600011.SH,2001/12/6,主板
600012.SH,2003/1/7,主板
600015.SH,2003/9/12,主板
600016.SH,2000/12/19,主板
600017.SH,2006/10/17,主板
600018.SH,2006/10/26,主板
600019.SH,2000/12/12,主板
600020.SH,2003/8/8,主板
600021.SH,2003/10/29,主板
600022.SH,2004/6/29,主板
600023.SH,2013/12/19,主板
600025.SH,2017/12/15,主板
600026.SH,2002/5/23,主板
600027.SH,2005/2/3,主板
600028.SH,2001/8/8,主板
600029.SH,2003/7/25,主板
600030.SH,2003/1/6,主板
600031.SH,2003/7/3,主板
600033.SH,2001/2/9,主板
600035.SH,2004/3/10,主板
600036.SH,2002/4/9,主板
600037.SH,2001/2/8,主板
600038.SH,2000/12/18,主板
600039.SH,2003/3/25,主板
600048.SH,2006/7/31,主板
600050.SH,2002/10/9,主板
600051.SH,1997/4/10,主板
600052.SH,1997/4/15,主板
600053.SH,1997/4/18,主板
600054.SH,1997/5/6,主板
600055.SH,1997/5/19,主板
600056.SH,1997/5/15,主板
600057.SH,1997/6/4,主板
600058.SH,1997/5/28,主板
600059.SH,1997/5/16,主板
600060.SH,1997/4/22,主板
600061.SH,1997/5/19,主板
600062.SH,1997/5/22,主板
600063.SH,1997/5/28,主板
600064.SH,1997/5/6,主板
600066.SH,1997/5/8,主板
600067.SH,1997/5/8,主板
600068.SH,1997/5/26,主板
600070.SH,1997/6/4,主板
600071.SH,1997/5/28,主板
600072.SH,1997/6/3,主板
600073.SH,1997/7/4,主板
600075.SH,1997/6/17,主板
600076.SH,1997/5/26,主板
600077.SH,1997/5/20,主板
600078.SH,1997/6/27,主板
600079.SH,1997/6/6,主板
600080.SH,1997/6/12,主板
600081.SH,1997/7/3,主板
600082.SH,1997/6/20,主板
600083.SH,1997/6/6,主板
600084.SH,1997/7/11,主板
600085.SH,1997/6/25,主板
600088.SH,1997/6/16,主板
600089.SH,1997/6/18,主板
600090.SH,1997/6/16,主板
600091.SH,1997/7/4,主板
600093.SH,1997/6/26,主板
600094.SH,1997/7/3,主板
600095.SH,1997/7/8,主板
600096.SH,1997/7/9,主板
600097.SH,1997/6/19,主板
600098.SH,1997/7/18,主板
600099.SH,1997/7/4,主板
600100.SH,1997/6/27,主板
600101.SH,1997/6/27,主板
600103.SH,1997/7/3,主板
600104.SH,1997/11/25,主板
600105.SH,1997/9/29,主板
600106.SH,1997/6/18,主板
600107.SH,1997/11/6,主板
600108.SH,1997/8/18,主板
600109.SH,1997/8/7,主板
600110.SH,1997/10/7,主板
600111.SH,1997/9/24,主板
600112.SH,1997/11/27,主板
600113.SH,1997/10/21,主板
600114.SH,2004/5/11,主板
600115.SH,1997/11/5,主板
600116.SH,1997/8/4,主板
600117.SH,1997/10/15,主板
600118.SH,1997/9/8,主板
600119.SH,1998/1/15,主板
600120.SH,1997/12/1,主板
600121.SH,1998/1/7,主板
600122.SH,1998/4/20,主板
600123.SH,1998/12/17,主板
600125.SH,1998/5/11,主板
600126.SH,1998/3/11,主板
600127.SH,1998/5/6,主板
600128.SH,1997/9/1,主板
600129.SH,1997/11/18,主板
600130.SH,2000/7/6,主板
600131.SH,1998/4/2,主板
600132.SH,1997/10/30,主板
600133.SH,1998/2/12,主板
600135.SH,1998/1/22,主板
600136.SH,1998/3/3,主板
600137.SH,1998/4/16,主板
600138.SH,1997/12/3,主板
600139.SH,1998/2/25,主板
600141.SH,1999/6/16,主板
600143.SH,2004/6/23,主板
600145.SH,1999/9/23,主板
600146.SH,1999/7/7,主板
600148.SH,1998/5/20,主板
600149.SH,1999/10/14,主板
600150.SH,1998/5/20,主板
600151.SH,1998/6/5,主板
600152.SH,1998/6/9,主板
600153.SH,1998/6/16,主板
600155.SH,1998/9/18,主板
600156.SH,1998/5/27,主板
600157.SH,1998/5/13,主板
600158.SH,1998/3/27,主板
600159.SH,1998/5/26,主板
600160.SH,1998/6/26,主板
600161.SH,1998/6/16,主板
600162.SH,1998/6/9,主板
600163.SH,1998/6/2,主板
600165.SH,1998/5/29,主板
600166.SH,1998/6/2,主板
600167.SH,1999/1/28,主板
600168.SH,1998/4/27,主板
600169.SH,1998/9/4,主板
600170.SH,1998/6/23,主板
600171.SH,1998/9/24,主板
600172.SH,1998/11/26,主板
600173.SH,1999/4/15,主板
600176.SH,1999/4/22,主板
600177.SH,1998/11/19,主板
600178.SH,1998/10/14,主板
600179.SH,1998/11/4,主板
600180.SH,1998/7/3,主板
600182.SH,1999/5/7,主板
600183.SH,1998/10/28,主板
600184.SH,2003/11/6,主板
600185.SH,1999/6/11,主板
600186.SH,1998/8/25,主板
600187.SH,1998/11/11,主板
600188.SH,1998/7/1,主板
600189.SH,1998/10/7,主板
600190.SH,1999/6/9,主板
600191.SH,1998/12/10,主板
600192.SH,1998/12/24,主板
600193.SH,1999/5/27,主板
600195.SH,1999/1/7,主板
600196.SH,1998/8/7,主板
600197.SH,1999/9/16,主板
600198.SH,1998/10/21,主板
600199.SH,1998/8/12,主板
600200.SH,1999/4/1,主板
600201.SH,1999/1/15,主板
600202.SH,1999/6/3,主板
600203.SH,1999/5/14,主板
600206.SH,1999/3/19,主板
600207.SH,1999/7/14,主板
600208.SH,1999/6/23,主板
600209.SH,1999/3/25,主板
600210.SH,1999/8/24,主板
600211.SH,1999/7/21,主板
600212.SH,1999/8/17,主板
600213.SH,1999/8/31,主板
600215.SH,1999/9/9,主板
600216.SH,1999/10/21,主板
600217.SH,1999/12/16,主板
600218.SH,1998/12/3,主板
600219.SH,1999/12/23,主板
600220.SH,1999/9/27,主板
600221.SH,1999/11/25,主板
600222.SH,1999/11/5,主板
600223.SH,2000/1/13,主板
600225.SH,2000/1/27,主板
600226.SH,1999/11/16,主板
600227.SH,2000/2/21,主板
600228.SH,1999/1/19,主板
600229.SH,2000/3/9,主板
600230.SH,2000/4/6,主板
600231.SH,2000/5/11,主板
600232.SH,2000/6/2,主板
600233.SH,2000/6/8,主板
600234.SH,2000/6/15,主板
600235.SH,2000/6/15,主板
600236.SH,2000/3/23,主板
600237.SH,2000/6/9,主板
600238.SH,2000/1/20,主板
600239.SH,1999/12/2,主板
600241.SH,2000/11/28,主板
600242.SH,2000/12/7,主板
600243.SH,2000/11/20,主板
600246.SH,2000/9/22,主板
600248.SH,2000/6/22,主板
600249.SH,2004/1/30,主板
600250.SH,2001/3/6,主板
600251.SH,2003/6/9,主板
600252.SH,2000/11/30,主板
600255.SH,2000/11/22,主板
600256.SH,2000/5/26,主板
600257.SH,2000/6/12,主板
600258.SH,2000/6/1,主板
600259.SH,2000/5/25,主板
600260.SH,2000/7/6,主板
600261.SH,2000/7/20,主板
600262.SH,2000/6/30,主板
600265.SH,2000/8/25,主板
600266.SH,1999/2/3,主板
600267.SH,2000/7/25,主板
600268.SH,1999/11/18,主板
600269.SH,2000/5/18,主板
600271.SH,2003/7/11,主板
600272.SH,2001/2/28,主板
600273.SH,2003/6/27,主板
600275.SH,2000/8/10,主板
600276.SH,2000/10/18,主板
600277.SH,2000/7/25,主板
600278.SH,2000/7/12,主板
600279.SH,2000/7/31,主板
600280.SH,2000/9/26,主板
600281.SH,2000/11/9,主板
600282.SH,2000/9/19,主板
600283.SH,2000/10/18,主板
600284.SH,2004/3/16,主板
600285.SH,2000/10/18,主板
600287.SH,2000/9/1,主板
600288.SH,2000/11/29,主板
600289.SH,2000/7/20,主板
600290.SH,2000/11/6,主板
600291.SH,2000/7/31,主板
600292.SH,2000/11/1,主板
600293.SH,2000/9/19,主板
600295.SH,2001/4/26,主板
600297.SH,2000/11/16,主板
600298.SH,2000/8/18,主板
600299.SH,2000/4/20,主板
600300.SH,2000/6/30,主板
600301.SH,2000/7/12,主板
600302.SH,2000/12/13,主板
600303.SH,2000/12/26,主板
600305.SH,2001/2/6,主板
600306.SH,2000/12/26,主板
600307.SH,2000/12/20,主板
600308.SH,2000/9/28,主板
600309.SH,2001/1/5,主板
600310.SH,2001/2/28,主板
600311.SH,2001/6/26,主板
600312.SH,2001/2/21,主板
600313.SH,2001/1/19,主板
600315.SH,2001/3/15,主板
600316.SH,2000/12/15,主板
600318.SH,2000/12/8,主板
600319.SH,2001/3/26,主板
600320.SH,2000/12/21,主板
600321.SH,2001/5/24,主板
600322.SH,2001/9/10,主板
600323.SH,2000/12/25,主板
600325.SH,2004/2/25,主板
600326.SH,2001/1/16,主板
600327.SH,2002/6/25,主板
600328.SH,2000/12/22,主板
600329.SH,2001/6/6,主板
600330.SH,2001/1/18,主板
600331.SH,2001/12/20,主板
600332.SH,2001/2/6,主板
600333.SH,2000/12/11,主板
600335.SH,2001/3/5,主板
600336.SH,2000/12/29,主板
600337.SH,2000/11/27,主板
600338.SH,2000/12/27,主板
600339.SH,2000/12/25,主板
600340.SH,2003/12/30,主板
600343.SH,2003/4/8,主板
600345.SH,2000/12/22,主板
600346.SH,2001/8/20,主板
600348.SH,2003/8/21,主板
600350.SH,2002/3/18,主板
600351.SH,2002/9/26,主板
600352.SH,2003/8/1,主板
600353.SH,2002/11/20,主板
600354.SH,2004/1/15,主板
600355.SH,2002/6/13,主板
600356.SH,2001/4/19,主板
600358.SH,2000/9/22,主板
600359.SH,1999/4/29,主板
600360.SH,2001/3/16,主板
600361.SH,2001/11/29,主板
600362.SH,2002/1/11,主板
600363.SH,2001/3/29,主板
600365.SH,2001/1/15,主板
600366.SH,2000/10/30,主板
600367.SH,2001/3/20,主板
600368.SH,2000/12/21,主板
600369.SH,2001/1/9,主板
600370.SH,2003/3/6,主板
600371.SH,2002/9/16,主板
600372.SH,2001/7/6,主板
600373.SH,2002/3/4,主板
600375.SH,2003/4/1,主板
600376.SH,2001/3/12,主板
600377.SH,2001/1/16,主板
600378.SH,2001/1/11,主板
600379.SH,2002/1/16,主板
600380.SH,2001/6/8,主板
600381.SH,2001/5/8,主板
600382.SH,2001/1/18,主板
600383.SH,2001/4/12,主板
600385.SH,2001/7/23,主板
600386.SH,2001/2/16,主板
600387.SH,2004/2/18,主板
600388.SH,2000/12/29,主板
600389.SH,2001/1/10,主板
600390.SH,2001/1/15,主板
600391.SH,2001/12/12,主板
600392.SH,2003/5/29,主板
600393.SH,2001/3/19,主板
600395.SH,2001/5/31,主板
600396.SH,2001/3/28,主板
600397.SH,2002/7/2,主板
600398.SH,2000/12/28,主板
600399.SH,2000/12/29,主板
600400.SH,2001/1/8,主板
600403.SH,2003/10/9,主板
600405.SH,2004/4/1,主板
600406.SH,2003/10/16,主板
600408.SH,2003/2/12,主板
600409.SH,2003/6/18,主板
600410.SH,2004/4/27,主板
600415.SH,2002/5/9,主板
600416.SH,2002/7/18,主板
600418.SH,2001/8/24,主板
600419.SH,2001/6/28,主板
600420.SH,2004/6/16,主板
600421.SH,2004/6/7,主板
600422.SH,2000/12/6,主板
600423.SH,2003/7/17,主板
600425.SH,2003/7/24,主板
600426.SH,2002/6/20,主板
600428.SH,2002/4/18,主板
600429.SH,2003/9/15,主板
600433.SH,2003/6/19,主板
600435.SH,2003/7/4,主板
600436.SH,2003/6/16,主板
600438.SH,2004/3/2,主板
600439.SH,2003/7/10,主板
600444.SH,2004/2/19,主板
600446.SH,2003/12/24,主板
600448.SH,2001/9/3,主板
600449.SH,2003/8/29,主板
600452.SH,2004/3/3,主板
600455.SH,2004/3/29,主板
600456.SH,2002/4/12,主板
600458.SH,2002/12/19,主板
600459.SH,2003/5/16,主板
600460.SH,2003/3/11,主板
600461.SH,2004/6/1,主板
600462.SH,2003/9/3,主板
600463.SH,2004/3/18,主板
600466.SH,2001/2/12,主板
600467.SH,2004/4/5,主板
600468.SH,2001/6/15,主板
600469.SH,2003/10/21,主板
600470.SH,2004/3/5,主板
600475.SH,2003/7/21,主板
600476.SH,2003/12/10,主板
600477.SH,2003/11/10,主板
600478.SH,2003/9/18,主板
600479.SH,2004/3/12,主板
600480.SH,2003/8/15,主板
600481.SH,2003/4/22,主板
600482.SH,2004/7/14,主板
600483.SH,2004/5/31,主板
600485.SH,2003/8/7,主板
600486.SH,2002/4/25,主板
600487.SH,2003/8/22,主板
600488.SH,2001/6/18,主板
600489.SH,2003/8/14,主板
600490.SH,2003/6/26,主板
600491.SH,2004/5/24,主板
600493.SH,2004/4/21,主板
600495.SH,2004/5/26,主板
600496.SH,2002/6/5,主板
600497.SH,2004/4/20,主板
600498.SH,2001/8/23,主板
600499.SH,2002/10/10,主板
600500.SH,2000/3/1,主板
600501.SH,2001/6/15,主板
600502.SH,2003/4/15,主板
600503.SH,2002/7/9,主板
600505.SH,2002/5/30,主板
600506.SH,2001/12/26,主板
600507.SH,2003/9/30,主板
600508.SH,2001/8/29,主板
600509.SH,2002/2/28,主板
600510.SH,2002/6/18,主板
600511.SH,2002/11/27,主板
600512.SH,2002/12/26,主板
600513.SH,2003/3/19,主板
600515.SH,2002/8/6,主板
600516.SH,2002/8/30,主板
600517.SH,2003/10/10,主板
600518.SH,2001/3/19,主板
600519.SH,2001/8/27,主板
600520.SH,2002/1/8,主板
600521.SH,2003/3/4,主板
600522.SH,2002/10/24,主板
600523.SH,2001/12/27,主板
600525.SH,2002/12/2,主板
600526.SH,2002/7/22,主板
600527.SH,2003/11/27,主板
600528.SH,2001/5/28,主板
600529.SH,2002/6/3,主板
600530.SH,2001/7/2,主板
600531.SH,2002/7/30,主板
600532.SH,2002/10/31,主板
600533.SH,2002/3/28,主板
600535.SH,2002/8/23,主板
600536.SH,2002/5/17,主板
600537.SH,2003/1/23,主板
600538.SH,2003/1/14,主板
600539.SH,2001/8/24,主板
600540.SH,2004/1/7,主板
600543.SH,2004/3/24,主板
600545.SH,2003/12/3,主板
600546.SH,2003/7/31,主板
600547.SH,2003/8/28,主板
600548.SH,2001/12/25,主板
600549.SH,2002/11/7,主板
600550.SH,2001/2/28,主板
600551.SH,2002/9/5,主板
600552.SH,2002/11/8,主板
600555.SH,2001/3/28,主板
600556.SH,2001/8/7,主板
600557.SH,2002/9/18,主板
600558.SH,2001/2/27,主板
600559.SH,2002/10/29,主板
600560.SH,2002/9/19,主板
600561.SH,2002/7/16,主板
600562.SH,2003/1/28,主板
600563.SH,2002/12/10,主板
600565.SH,2002/7/23,主板
600566.SH,2001/8/22,主板
600567.SH,2001/12/18,主板
600568.SH,2001/5/18,主板
600569.SH,2001/8/20,主板
600570.SH,2003/12/16,主板
600571.SH,2002/11/1,主板
600572.SH,2004/4/12,主板
600573.SH,2003/2/26,主板
600575.SH,2003/3/28,主板
600576.SH,2003/2/20,主板
600577.SH,2002/9/11,主板
600578.SH,2002/5/10,主板
600579.SH,2002/8/9,主板
600580.SH,2002/6/6,主板
600581.SH,2002/8/16,主板
600582.SH,2002/5/15,主板
600583.SH,2002/2/5,主板
600584.SH,2003/6/3,主板
600585.SH,2002/2/7,主板
600586.SH,2002/8/15,主板
600587.SH,2002/9/27,主板
600588.SH,2001/5/18,主板
600589.SH,2001/6/12,主板
600590.SH,2002/7/3,主板
600592.SH,2002/8/5,主板
600593.SH,2002/7/11,主板
600594.SH,2004/3/23,主板
600595.SH,2002/6/26,主板
600596.SH,2001/9/6,主板
600597.SH,2002/8/28,主板
600598.SH,2002/3/29,主板
600599.SH,2001/8/28,主板
600600.SH,1993/8/27,主板
600601.SH,1990/12/19,主板
600602.SH,1990/12/19,主板
600603.SH,1992/1/13,主板
600604.SH,1992/3/27,主板
600605.SH,1992/3/27,主板
600606.SH,1992/3/27,主板
600608.SH,1992/3/27,主板
600609.SH,1992/7/24,主板
600610.SH,1992/8/5,主板
600611.SH,1992/8/7,主板
600612.SH,1992/8/14,主板
600613.SH,1992/8/20,主板
600614.SH,1992/8/28,主板
600615.SH,1992/9/10,主板
600616.SH,1992/9/29,主板
600617.SH,1992/10/13,主板
600618.SH,1992/11/13,主板
600619.SH,1992/11/16,主板
600620.SH,1992/11/17,主板
600621.SH,1992/12/2,主板
600622.SH,1992/12/3,主板
600623.SH,1992/12/4,主板
600624.SH,1993/1/5,主板
600626.SH,1993/1/7,主板
600628.SH,1993/1/19,主板
600629.SH,1993/2/9,主板
600630.SH,1993/2/9,主板
600633.SH,1993/3/4,主板
600634.SH,1993/3/4,主板
600635.SH,1993/3/4,主板
600636.SH,1993/3/16,主板
600637.SH,1993/3/16,主板
600638.SH,1993/3/26,主板
600639.SH,1993/3/26,主板
600640.SH,1993/4/7,主板
600641.SH,1993/4/7,主板
600642.SH,1993/4/16,主板
600643.SH,1993/4/26,主板
600644.SH,1993/4/26,主板
600645.SH,1993/5/4,主板
600647.SH,1993/5/4,主板
600648.SH,1993/5/4,主板
600649.SH,1993/5/18,主板
600650.SH,1993/6/7,主板
600651.SH,1990/12/19,主板
600652.SH,1990/12/19,主板
600653.SH,1990/12/19,主板
600654.SH,1990/12/19,主板
600655.SH,1992/9/2,主板
600657.SH,1993/5/24,主板
600658.SH,1993/5/24,主板
600660.SH,1993/6/10,主板
600661.SH,1993/6/14,主板
600662.SH,1993/6/14,主板
600663.SH,1993/6/28,主板
600664.SH,1993/6/29,主板
600665.SH,1993/7/9,主板
600666.SH,1993/7/12,主板
600667.SH,1993/7/28,主板
600668.SH,1993/7/28,主板
600671.SH,1993/8/23,主板
600673.SH,1993/9/17,主板
600674.SH,1993/9/24,主板
600675.SH,1993/9/24,主板
600676.SH,1993/9/28,主板
600678.SH,1993/10/8,主板
600679.SH,1993/10/8,主板
600681.SH,1993/10/18,主板
600682.SH,1993/10/18,主板
600683.SH,1993/10/25,主板
600684.SH,1993/10/28,主板
600685.SH,1993/10/28,主板
600686.SH,1993/11/8,主板
600688.SH,1993/11/8,主板
600689.SH,1993/11/8,主板
600690.SH,1993/11/19,主板
600691.SH,1993/11/19,主板
600692.SH,1993/11/19,主板
600693.SH,1993/11/22,主板
600694.SH,1993/11/22,主板
600695.SH,1993/11/22,主板
600696.SH,1993/12/6,主板
600697.SH,1993/12/6,主板
600698.SH,1993/12/6,主板
600699.SH,1993/12/6,主板
600701.SH,1996/5/28,主板
600702.SH,1996/5/24,主板
600703.SH,1996/5/28,主板
600704.SH,1996/6/6,主板
600705.SH,1996/5/16,主板
600706.SH,1996/5/16,主板
600707.SH,1996/5/20,主板
600708.SH,1996/6/6,主板
600710.SH,1996/7/1,主板
600711.SH,1996/5/31,主板
600712.SH,1996/6/26,主板
600713.SH,1996/7/1,主板
600714.SH,1996/6/6,主板
600715.SH,1996/7/1,主板
600716.SH,1996/7/2,主板
600717.SH,1996/6/14,主板
600718.SH,1996/6/18,主板
600719.SH,1996/7/16,主板
600720.SH,1996/7/16,主板
600721.SH,1996/6/26,主板
600722.SH,1996/6/26,主板
600723.SH,1996/7/16,主板
600724.SH,1996/7/16,主板
600725.SH,1996/7/2,主板
600726.SH,1996/7/1,主板
600727.SH,1996/7/2,主板
600728.SH,1996/7/16,主板
600729.SH,1996/7/2,主板
600730.SH,1996/7/26,主板
600731.SH,1996/8/2,主板
600732.SH,1996/8/16,主板
600733.SH,1996/8/16,主板
600734.SH,1996/8/8,主板
600735.SH,1996/7/26,主板
600736.SH,1996/8/15,主板
600737.SH,1996/7/31,主板
600738.SH,1996/8/2,主板
600739.SH,1996/8/19,主板
600740.SH,1996/8/8,主板
600741.SH,1996/8/26,主板
600742.SH,1996/8/26,主板
600743.SH,1996/9/9,主板
600744.SH,1996/9/5,主板
600745.SH,1996/8/28,主板
600746.SH,1996/9/18,主板
600748.SH,1996/9/25,主板
600749.SH,1996/10/15,主板
600750.SH,1996/9/23,主板
600751.SH,1996/9/9,主板
600753.SH,1996/9/27,主板
600754.SH,1996/10/11,主板
600755.SH,1996/10/3,主板
600756.SH,1996/9/23,主板
600757.SH,1996/10/3,主板
600758.SH,1996/10/29,主板
600759.SH,1996/10/8,主板
600760.SH,1996/10/11,主板
600761.SH,1996/10/9,主板
600763.SH,1996/10/30,主板
600764.SH,1996/11/4,主板
600765.SH,1996/11/6,主板
600766.SH,1996/10/28,主板
600767.SH,1996/11/15,主板
600768.SH,1996/11/11,主板
600769.SH,1996/11/1,主板
600770.SH,1996/11/20,主板
600771.SH,1996/11/5,主板
600773.SH,1996/11/8,主板
600774.SH,1996/11/8,主板
600775.SH,1996/11/18,主板
600776.SH,1996/11/26,主板
600777.SH,1996/11/21,主板
600778.SH,1996/12/3,主板
600779.SH,1996/12/6,主板
600780.SH,1996/12/5,主板
600781.SH,1996/12/18,主板
600782.SH,1996/12/25,主板
600783.SH,1996/12/25,主板
600784.SH,1996/12/25,主板
600785.SH,1997/1/8,主板
600787.SH,1997/1/21,主板
600789.SH,1997/2/26,主板
600790.SH,1997/2/28,主板
600791.SH,1997/1/30,主板
600792.SH,1997/1/23,主板
600793.SH,1997/2/20,主板
600794.SH,1997/3/6,主板
600795.SH,1997/3/18,主板
600796.SH,1997/4/8,主板
600797.SH,1997/4/18,主板
600798.SH,1997/4/23,主板
600800.SH,1993/12/6,主板
600801.SH,1994/1/3,主板
600802.SH,1994/1/3,主板
600803.SH,1994/1/3,主板
600804.SH,1994/1/3,主板
600805.SH,1994/1/3,主板
600807.SH,1994/1/3,主板
600808.SH,1994/1/6,主板
600809.SH,1994/1/6,主板
600810.SH,1994/1/6,主板
600811.SH,1994/1/6,主板
600812.SH,1994/1/14,主板
600814.SH,1994/1/14,主板
600815.SH,1994/1/28,主板
600816.SH,1994/1/28,主板
600817.SH,1994/1/28,主板
600818.SH,1994/1/28,主板
600819.SH,1994/1/28,主板
600820.SH,1994/1/28,主板
600821.SH,1994/1/28,主板
600822.SH,1994/2/4,主板
600823.SH,1994/2/4,主板
600824.SH,1994/2/4,主板
600825.SH,1994/2/4,主板
600826.SH,1994/2/4,主板
600827.SH,1994/2/4,主板
600828.SH,1994/2/24,主板
600829.SH,1994/2/24,主板
600830.SH,1994/2/24,主板
600831.SH,1994/2/24,主板
600833.SH,1994/2/24,主板
600834.SH,1994/2/24,主板
600835.SH,1994/2/24,主板
600836.SH,1994/2/24,主板
600837.SH,1994/2/24,主板
600838.SH,1994/2/24,主板
600839.SH,1994/3/11,主板
600841.SH,1994/3/11,主板
600843.SH,1994/3/11,主板
600844.SH,1994/3/11,主板
600845.SH,1994/3/11,主板
600846.SH,1994/3/11,主板
600847.SH,1994/3/24,主板
600848.SH,1994/3/24,主板
600850.SH,1994/3/24,主板
600851.SH,1994/4/4,主板
600853.SH,1994/4/4,主板
600854.SH,1994/4/25,主板
600855.SH,1994/4/25,主板
600856.SH,1994/4/25,主板
600857.SH,1994/4/25,主板
600858.SH,1994/5/6,主板
600859.SH,1994/5/6,主板
600860.SH,1994/5/6,主板
600861.SH,1994/5/20,主板
600862.SH,1994/5/20,主板
600863.SH,1994/5/20,主板
600864.SH,1994/8/9,主板
600865.SH,1994/8/9,主板
600866.SH,1994/8/18,主板
600867.SH,1994/8/24,主板
600868.SH,1994/9/12,主板
600869.SH,1995/2/6,主板
600870.SH,1995/2/28,主板
600871.SH,1995/4/11,主板
600872.SH,1995/1/24,主板
600873.SH,1995/2/17,主板
600874.SH,1995/6/30,主板
600875.SH,1995/10/10,主板
600876.SH,1995/10/31,主板
600877.SH,1995/10/13,主板
600879.SH,1995/11/15,主板
600880.SH,1995/11/15,主板
600881.SH,1995/11/15,主板
600882.SH,1995/12/6,主板
600883.SH,1995/12/8,主板
600884.SH,1996/1/30,主板
600885.SH,1996/2/5,主板
600886.SH,1996/1/18,主板
600887.SH,1996/3/12,主板
600888.SH,1996/2/15,主板
600889.SH,1996/3/8,主板
600890.SH,1996/3/18,主板
600891.SH,1996/3/25,主板
600892.SH,1996/3/15,主板
600893.SH,1996/4/8,主板
600894.SH,1996/3/28,主板
600895.SH,1996/4/22,主板
600896.SH,1996/5/3,主板
600897.SH,1996/5/31,主板
600898.SH,1996/4/18,主板
600900.SH,2003/11/18,主板
600901.SH,2018/3/1,主板
600903.SH,2017/11/7,主板
600908.SH,2016/9/23,主板
600909.SH,2016/12/6,主板
600916.SH,2021/2/5,主板
600917.SH,2014/9/30,主板
600918.SH,2020/6/3,主板
600919.SH,2016/8/2,主板
600926.SH,2016/10/27,主板
600928.SH,2019/3/1,主板
600929.SH,2018/3/26,主板
600933.SH,2017/11/17,主板
600936.SH,2016/8/15,主板
600939.SH,2017/2/21,主板
600956.SH,2020/6/29,主板
600958.SH,2015/3/23,主板
600959.SH,2015/4/28,主板
600960.SH,2004/4/7,主板
600961.SH,2004/8/30,主板
600962.SH,2004/6/22,主板
600963.SH,2004/5/25,主板
600965.SH,2004/7/13,主板
600966.SH,2004/6/8,主板
600967.SH,2004/5/18,主板
600968.SH,2019/6/26,主板
600969.SH,2004/4/8,主板
600970.SH,2005/4/12,主板
600971.SH,2004/8/17,主板
600973.SH,2004/8/2,主板
600975.SH,2004/6/9,主板
600976.SH,2004/4/19,主板
600977.SH,2016/8/9,主板
600979.SH,2004/9/6,主板
600980.SH,2004/5/12,主板
600981.SH,2004/6/30,主板
600982.SH,2004/7/6,主板
600983.SH,2004/7/27,主板
600984.SH,2004/7/7,主板
600985.SH,2004/4/28,主板
600986.SH,2004/4/26,主板
600987.SH,2004/8/9,主板
600988.SH,2004/4/14,主板
600989.SH,2019/5/16,主板
600990.SH,2004/5/10,主板
600992.SH,2004/5/14,主板
600993.SH,2004/5/17,主板
600995.SH,2004/6/15,主板
600996.SH,2016/12/26,主板
600997.SH,2004/6/2,主板
600998.SH,2010/11/2,主板
600999.SH,2009/11/17,主板
601000.SH,2010/7/5,主板
601001.SH,2006/6/23,主板
601002.SH,2007/1/26,主板
601003.SH,2007/2/27,主板
601005.SH,2007/2/28,主板
601006.SH,2006/8/1,主板
601007.SH,2007/4/6,主板
601008.SH,2007/4/26,主板
601009.SH,2007/7/19,主板
601010.SH,2011/6/3,主板
601011.SH,2011/3/9,主板
601012.SH,2012/4/11,主板
601015.SH,2014/11/5,主板
601016.SH,2014/9/29,主板
601018.SH,2010/9/28,主板
601019.SH,2017/11/22,主板
601020.SH,2016/3/16,主板
601021.SH,2015/1/21,主板
601028.SH,2011/11/7,主板
601038.SH,2012/8/8,主板
601058.SH,2011/6/30,主板
601066.SH,2018/6/20,主板
601068.SH,2018/8/31,主板
601069.SH,2015/1/22,主板
601077.SH,2019/10/29,主板
601086.SH,2017/9/29,主板
601088.SH,2007/10/9,主板
601098.SH,2010/10/28,主板
601099.SH,2007/12/28,主板
601100.SH,2011/10/28,主板
601101.SH,2010/3/31,主板
601106.SH,2010/2/9,主板
601107.SH,2009/7/27,主板
601108.SH,2017/10/24,主板
