r,r0,date,mkt_var,mkt_skew,mkt_kurt,var_ew,skew_ew,kurt_ew,var_vw,skew_vw,kurt_vw
0.009802494154366334,0.2300025444832492,2007-01-31,0.005552993249510052,0.5471102028428152,-0.5036972068623791,0.000980443681367357,-0.04355640843675553,0.29844521408035396,0.0017383441924965824,-0.08616627652994187,-0.4691094771206893
0.10771647574916789,0.009802494154366334,2007-02-28,0.013602533264281198,2.1759250640137657,4.1113286523747465,0.002264687257212111,-0.04398031428089032,0.5949315440932404,0.0007489392779190817,-0.9087984864377532,1.604237155059318
0.15748756075247441,0.10771647574916789,2007-03-30,0.00225186560775291,0.4335649235272497,-0.8069410288332635,0.0030526689479477755,0.002184507875710825,0.43634421930827083,0.0008053216475120904,0.291905239655569,0.29648923226072504
0.07105256542368796,0.15748756075247441,2007-04-30,0.0046641780849516964,1.2208587184651765,2.583147437236601,0.0019906097808389785,-0.0353418078724954,0.545561374447883,0.0012250477742339165,-0.03906039696780945,0.5231207005249677
-0.0825900196323377,0.07105256542368796,2007-05-31,0.008649226668800927,1.5168927077399392,1.0617532563401468,0.0012115261210807692,-0.04177303026639528,0.5466374952093377,0.0013370771800823775,-0.4629581624286777,0.6970408633322573
0.16610188333058504,-0.0825900196323377,2007-06-29,0.01688622053555143,0.25213287412008967,-0.9707519568025131,0.0014271810444440195,-0.07456198257132908,0.4267765438101185,0.002841686000169897,-0.16507824470053806,-0.4497080195457465
0.07331931475656792,0.16610188333058504,2007-07-31,0.0047644800775506055,1.150788871171955,1.0129733534641066,0.0010756717105898633,0.02296811202343117,0.41886266118534665,0.0011812230983638068,0.042152070555502685,0.5397997056800434
-0.04075985540378903,0.07331931475656792,2007-08-31,0.0016026433131255474,0.7435569532049137,-0.05520828867488037,0.0009552307249822533,-0.08363661941840897,0.5180469070257527,0.001058413332965859,0.30992441411349125,0.23360763357253972
-0.08638717162717918,-0.04075985540378903,2007-09-28,0.0043712263591563485,0.9831715530660277,1.3120755524040346,0.001041637340221059,0.07162053100719025,0.4798903088415159,0.001062271745608187,0.17430967465831843,0.28700285957066435
-0.10832561078640013,-0.08638717162717918,2007-10-31,0.0071274844842059756,-0.9985855704699148,3.419086510388756,0.003403744902034888,-0.0151590468361314,0.5544322312185331,0.0023347163706072746,-0.24208019798325014,0.6645303926415691
0.22009224192732926,-0.10832561078640013,2007-11-30,0.0012748702287446213,0.06962838017205447,-0.7451473853480475,0.0011603038027298632,-0.08106669744094859,0.4632331151833636,0.0011167613009610761,0.09027371266477303,-0.0290321009327392
-0.10608301744312133,0.22009224192732926,2007-12-28,0.0016767417515172974,1.8256040204533337,3.100174217583583,0.001104369472260234,-0.038987399643090184,0.5954077005391315,0.0005821519500004183,0.28667044495495764,0.9477272519953629
0.04556281487630727,-0.10608301744312133,2008-01-31,0.011394548473571586,0.893309980202299,-0.4013064426222428,0.0012275970375052157,-0.012089890765887642,0.5063528833251999,0.001556132847259006,-0.2804249045244236,0.25404513162887987
-0.21201000935716513,0.04556281487630727,2008-02-29,0.010249528406979593,1.5008804074689,0.875301933517235,0.0010412510766109012,0.022973026906641096,0.41717389259031656,0.0011328363379452201,0.4160477268819778,0.1225897062903614
