r,r0,date,mkt_var,mkt_skew,mkt_kurt,var_ew,skew_ew,kurt_ew,var_vw,skew_vw,kurt_vw
0.03684289991608223,-0.10226784210526318,2010-06-30,0.0053630033644675185,0.5484180924614499,-0.4711481411736207,0.0020850850548135044,-0.2982690067727807,-0.3109238904171236,0.002204362787158507,-0.2888949006860038,-0.24321131775315485
0.04234539631512749,0.03684289991608223,2010-07-30,0.003642294639068496,0.7102865122286526,-0.45894413446339755,0.0008293193024122905,-0.1853145504772093,0.32305335492831144,0.0008491391577174596,-0.167537428385159,0.09565364700941778
-0.10047224888095793,0.04234539631512749,2010-08-31,0.0007656865062208725,0.4314618363657474,0.6166457069028426,0.0026050384025479794,0.10761221975385775,0.78226664860396,0.0005461147936178939,-0.07091619445140367,0.15608608240640245
0.11324052301004955,-0.10047224888095793,2010-09-30,0.0015025333554524799,0.7633748195729516,0.02856643116368396,0.001932586690559389,0.10341392450508127,0.2490376153004328,0.0007581459269637285,-0.03150634885500576,-0.18202817670418758
0.08194318319385566,0.11324052301004955,2010-10-29,0.005150415823831758,2.9012978634606,6.556917426772522,0.0011166845329210495,0.6427764382489691,0.41720740400991024,0.0009245647348482746,0.5628100822911095,0.31834261852519913
-0.06588609104590383,0.08194318319385566,2010-11-30,0.007173152475828339,0.5673221011884211,-0.8578303896470936,0.0020719295148656064,0.08788229138092093,0.1427141678314676,0.0011278893748110682,-0.07756504847387632,-0.2909918485995032
-0.1394073446004719,-0.06588609104590383,2010-12-31,0.008646397876667372,-0.08768427132737856,-0.22559323123959585,0.001750209384512309,0.027841307497872482,0.2505528273070685,0.0013788006374677484,-0.1434155838903393,0.23552717894914413
0.039702983609639655,-0.1394073446004719,2011-01-31,0.0279919461521322,-0.5417702843061167,-0.8034514711854728,0.0016889535417586327,-0.21654859926954043,-0.11882041271623235,0.0015398812186005783,-0.2894604764939949,-0.1930604709121051
-0.09404536210942543,0.039702983609639655,2011-02-28,0.002426845518804173,0.06019519637975659,-0.6781763888759271,0.0007414148465237618,0.07337063007151334,0.026075230906254323,0.0004054806767623936,-0.0035519432935447073,-0.13572331337821741
-0.11426088427654778,-0.09404536210942543,2011-03-31,0.0011969629937511716,0.927710805274643,-0.08530614501413769,0.0005854383658785288,-0.15278876558484866,0.8254092414908526,0.0005098069392925149,-0.18342727977295553,0.6374490436421064
-0.1015778499465011,-0.11426088427654778,2011-04-29,0.002562565613250867,0.2615706139324787,1.6437645144655813,0.0007443560445651368,-0.4750171902567465,0.2864245237212821,0.0007223924330566687,-0.4292811509511166,0.1483310820900728
-0.038122471387415285,-0.1015778499465011,2011-05-31,0.002765725970892474,-0.009005378029397396,-0.6126884507493395,0.000984571676542276,-0.6434772202147282,0.37845322916929336,0.0009573431723184732,-0.6363416191161325,0.28467473334744875
0.033323990349128044,-0.038122471387415285,2011-06-30,0.012147914342326708,-0.6319776114737453,-0.33828765500892377,0.0008263526854523232,0.11829973259599451,0.39467993852478844,0.0007685908383690368,0.02857022603426539,0.2532888262572036
-0.014710338765747948,0.033323990349128044,2011-07-29,0.0032352275910016905,-0.16281985814540495,-0.6954095525566455,0.0026494017125920657,0.0719395098243472,0.5249064864432926,0.0008999114289350115,-0.007120776284706939,0.19898299874448877
-0.17885667208711764,-0.014710338765747948,2011-08-31,0.008177569582770371,1.434995333247453,0.8237968394251132,0.0016301646156352929,0.06450538030991353,0.4618107359377577,0.0010413916749334306,0.04985527484457566,0.26988614740807665
0.03603237605278492,-0.17885667208711764,2011-09-30,0.0007904615650409876,-0.393135878243137,-0.534021218701159,0.0008785282283706642,0.1353097346362525,-0.11760015346815707,0.0005741141632865795,0.09344525399690211,-0.25202795396704414
-0.050124296556460064,0.03603237605278492,2011-10-31,0.005568034912465084,0.3031902622035245,-0.7294693744358538,0.0009579051037945711,-0.015313987914463856,-0.1497673446456143,0.0008909656350442747,-0.05225406240473851,-0.2650539681349731
-0.15890852759495575,-0.050124296556460064,2011-11-30,0.004844646188227799,1.3681708882959445,1.0671826508118043,0.0012155940285765582,0.09396008953717058,0.41842611569818505,0.0007809948739572771,0.11895103333911362,0.19427669144747683
-0.15385885992633214,-0.15890852759495575,2011-12-30,0.002681719749044238,0.5360968016233563,-0.5678246380355052,0.0010099961244761843,-0.08040411360275963,-0.12131028821163052,0.0009835350547116601,-0.07073213481890542,-0.07605975927859059
0.10845246825389476,-0.15385885992633214,2012-01-31,0.0035984722911319754,0.04710468782589113,-0.9606222769006165,0.002963533963088025,-0.6352530033866649,-0.5070124955013623,0.0030013777533308404,-0.6660092600528495,-0.46865364774406176
-0.10720173386758784,0.10845246825389476,2012-02-29,0.005365598189084813,-0.26609650864405504,-0.3020949646442248,0.0009219393715187973,0.3520276257968227,-0.006033880811133858,0.0005700622159885865,0.24439127990496248,-0.23191840534111346
-0.016079939605224455,-0.10720173386758784,2012-03-30,0.00425249161443949,2.0548500739382636,3.8624766899626914,0.0018046988508410313,-0.31428984378660374,0.3805915289509045,0.0010669043054620335,-0.35232823671953345,0.19414853963075368
0.04118306476960269,-0.016079939605224455,2012-04-27,0.003198415925991848,1.0685897698861422,-0.12563594025278757,0.0008397765933803833,-0.6987667031581527,1.3750468420966278,0.0007761019498425331,-0.5244886739169988,1.1041302292268322
